MARPI Real Personal Income by MSA 1/,,,,,,,,,,,,,,
(thousands of chained 2012 dollars) ,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
17420,"Cleveland, TN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4373392,4466435,4624567,4843612,4763817,4839764,5061389,5148486,5242939,5268384,5345151
17420,"Cleveland, TN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38000,38538,39672,41162,40232,40515,41988,42485,42912,42498,42781
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),96764134,96625061,99804783,102836764,101772563,104850427,107897160,109624563,111676820,114067386,116022716
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46497,46556,48238,49805,49234,50717,52275,53190,54285,55540,56639
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4835140,4965387,5196897,5458356,5570525,5858161,6269825,6536331,6912638,7235770,7590271
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35188,35761,36875,38416,38712,39980,41976,42716,43940,44884,45808
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7479299,7881230,7969106,8269037,8508190,9050886,9451440,9610145,10124493,10687072,11122305
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33224,34347,34433,35315,35776,37273,37720,37777,39072,40894,42014
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),25660831,26482694,27389139,27954591,27796266,29159983,30722265,31712690,33201790,34169852,35274900
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40667,40711,41456,41758,40963,42472,44053,44519,45810,46351,47299
17860,"Columbia, MO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7937682,7874712,8092971,8370749,8554816,8724536,9229026,9566923,9786245,9827028,10096144
17860,"Columbia, MO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42154,41240,41710,42591,43027,43516,45654,46885,47570,47532,48499
17900,"Columbia, SC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),29884557,30218948,30821815,31535284,31930555,33419958,35483086,36169594,37441699,37962707,39210503
17900,"Columbia, SC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39353,39263,39709,40262,40375,41833,43853,44261,45387,45645,46766
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),11451600,11933433,12497068,12648662,12422455,12587584,13137310,13192174,13401915,13678346,14037545
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37447,38560,39635,39194,37891,38699,40702,41350,42419,42985,43724
18020,"Columbus, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3407318,3524289,3676670,3870860,3790212,3963401,4148541,4118914,4223915,4417892,4556342
18020,"Columbus, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44502,45878,47368,48998,47583,49237,50929,50090,51378,53406,54385
18140,"Columbus, OH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),80702487,82623125,86880424,91175039,91935330,95448166,101448841,103857360,106633117,109260800,111639308
18140,"Columbus, OH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42755,43341,45101,46823,46572,47685,50035,50608,51202,51925,52604
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),15759965,16647886,17690712,18117501,18497609,19067566,18936820,18013463,18690878,18865343,19243905
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39013,41139,43389,43847,44139,45044,44284,41994,43625,44006,44855
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3223849,3326292,3457128,3458891,3363037,3440259,3618226,3712667,3777473,3920461,4047129
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37754,38870,40075,39905,39029,39446,40961,41289,41153,42410,43493
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9973362,10476332,10636397,11246228,11243503,11832367,12536576,12998695,13766910,14537265,15017201
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42316,44404,44559,45540,44638,46256,48067,48961,50707,52355,52727
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3811680,3888350,3948770,3917595,3942227,3976749,4084482,4093953,4175891,4218378,4395842
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36942,37689,38476,38471,38929,39535,40894,41175,42363,43091,45186
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),261441299,272723620,297683032,310990446,315663388,335979270,349457862,358724710,374881247,392143834,403782904
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41614,42666,45723,46804,46738,48765,49621,49859,51094,52596,53318
19140,"Dalton, GA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4443131,4455644,4589057,4672586,4840069,5154071,5515382,5602881,5674512,5831894,5803962
19140,"Dalton, GA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,31535,31316,32253,32846,34108,36220,38542,38976,39396,40445,40104
19180,"Danville, IL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3528359,3519279,3598859,3466174,3526842,3428240,3469110,3430421,3500390,3545555,3527964
19180,"Danville, IL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43181,43107,44204,42865,43765,42970,43818,43703,45056,46225,46569
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7019053,7412295,7737424,7849920,7984706,8370794,9047761,9562217,10066081,10458734,10787797
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39124,40480,41475,41284,40971,42026,44584,46061,47365,48008,48325
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),17145038,17415202,18105119,18129871,18218889,18282372,18898533,19092944,19458615,19648860,19918316
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45344,45860,47559,47407,47464,47602,49294,49958,51059,51702,52531
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),32850669,33162536,34338715,34882901,34946405,35978543,37581077,38359906,39656512,40725108,41635573
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41120,41470,42877,43516,43607,44916,46969,47851,49371,50585,51554
19460,"Decatur, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5770468,5795982,5846158,5906628,5891663,6013650,6143990,6351311,6601623,6654411,6746471
19460,"Decatur, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37649,37648,37944,38378,38471,39334,40317,41721,43437,43738,44209
19500,"Decatur, IL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5102738,5131830,5237599,5134054,5181695,5359922,5403249,5466028,5408607,5520393,5480424
19500,"Decatur, IL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46082,46322,47320,46616,47295,49393,50336,51381,51316,52825,52692
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),20439891,21485856,21786937,22210321,22083269,23047266,24354881,25657934,26913276,27830485,28679614
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34680,36385,36807,37330,36791,37869,39208,40352,41541,42284,42910
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),111926761,112703406,121351141,127943714,132676694,143551411,148639839,150056679,159550287,169153574,175906482
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44603,44119,46621,48276,49130,52125,52842,52527,55174,57699,59283
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),27555271,28324055,28889832,30388124,30419751,32214911,34183040,35493467,36434562,37523416,38300657
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45965,46514,46725,48483,47691,49588,51830,52892,53469,54310,54771
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),171045955,173650918,181953351,188343552,187787070,196019449,208678632,214059933,217407717,222241331,225398572
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39670,40464,42397,43792,43615,45468,48421,49594,50307,51420,52180
20020,"Dothan, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5907719,6121735,6168392,6145590,6096991,6177316,6447060,6596545,6795609,6920778,7079189
20020,"Dothan, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40913,41967,42070,41680,41350,41787,43564,44636,45954,46683,47397
20100,"Dover, DE (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6142644,6214409,6365667,6370441,6480149,6632731,6793892,6979518,7315509,7520206,7738383
20100,"Dover, DE (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38372,38136,38554,38079,38335,38685,39242,39988,41448,42121,42804
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3850104,3959827,4110801,4243351,4223171,4381923,4647603,4684263,4782466,5063855,5166710
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41422,42158,43458,44592,44017,45417,47988,48410,49270,52247,53095
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),11433867,12088421,12435350,12545899,12416908,12735013,13316069,13221645,13529535,13824665,14117194
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39381,41606,42793,43235,42788,43874,45959,45687,46798,47793,48894
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),24714230,25660741,26167112,27070112,26768592,28181433,29594687,31077339,32305925,33052960,33990726
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44199,45316,45705,46533,45343,47029,48699,50269,51633,51848,52751
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5854014,5759886,5905959,5748075,5874782,5993509,6215556,6550049,6730355,6905328,6964791
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34559,33912,34763,34087,35104,35828,37335,39406,40087,40789,40904
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6636615,6814642,7012869,7186844,7178967,7461159,7713698,7721994,8022639,8380935,8548190
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41409,42155,43054,43851,43556,45213,46608,46398,47945,49749,50490
20940,"El Centro, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5664274,5896537,6267787,6241432,6408460,6688944,7250679,7001273,6996340,6998629,7446156
20940,"El Centro, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,32930,33749,35656,35347,36321,37584,40521,38857,38516,38555,41090
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5952646,6154493,6250200,6285184,6134512,6354139,6503917,6713592,6878929,6918605,7042188
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41387,41076,41305,41486,40298,41893,43914,45076,45741,45160,45750
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6417340,6774865,7118314,7565573,7796691,8378313,8851343,9245409,9901950,10031122,10028182
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,32491,34312,35900,38024,38944,41596,43604,45400,48493,48785,48600
21300,"Elmira, NY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3407173,3507442,3567491,3566281,3522613,3525960,3556463,3540311,3646978,3668802,3748038
21300,"Elmira, NY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38348,39456,40130,40009,39939,40446,41018,41338,43039,43710,44910
21340,"El Paso, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),24886575,26868783,27736914,28421905,27575759,28864743,29938314,30792324,31483352,32342810,33280342
21340,"El Paso, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,31495,33293,33690,34011,33056,34482,35835,36692,37391,38430,39426
21420,"Enid, OK (Metropolitan Statistical Area) 4/",1,Real personal income (thousands of chained (2012) dollars),(NA),(NA),(NA),(NA),3001982,3138622,3022895,2936095,2796132,2793579,2851380
21420,"Enid, OK (Metropolitan Statistical Area) 4/",2,Real per capita personal income (chained (2012) dollars) 2/,(NA),(NA),(NA),(NA),48132,49986,47794,46983,45392,45725,46701
21500,"Erie, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),10844339,11094000,11544231,11584483,11339297,11475400,11821681,11901487,12040690,12425648,12580216
21500,"Erie, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38752,39509,41035,41148,40394,41068,42497,43095,44015,45759,46640
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),12628990,12789724,12836753,13190943,13001278,13835548,14896011,15409755,15987402,16401179,16707539
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35995,36343,36259,37150,36574,38644,41155,41775,42603,43326,43729
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),12968358,13545991,14098526,14409773,13822897,14298633,14983762,15100585,15410692,15706144,16173129
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41810,43444,45087,45976,43976,45413,47570,47895,48955,49915,51329
21820,"Fairbanks, AK (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4354343,4517130,4854720,4853952,4598702,4719755,4873013,4783041,4739829,4910034,4992711
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45721,45969,49477,48389,45562,47552,48908,47530,47553,49815,51551
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9050636,9466700,10012150,10968691,11137316,11896897,12482262,12544872,12808875,13308810,13712294
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43888,45197,46956,50405,49863,52227,53597,52878,53036,54475,55708
22140,"Farmington, NM (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4543047,4519245,4749757,4675266,4521981,4647317,4760854,4538431,4553036,4543719,4537905
22140,"Farmington, NM (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35120,34709,36618,36031,34928,36002,37123,35469,35874,36205,36608
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),17250241,17877315,18156590,18267878,18098922,18342201,19018581,19329592,19800341,20240842,20767608
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36353,36451,36375,36342,35545,35920,37147,37401,38260,38741,39428
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),19115774,19945498,22143659,25416927,25114643,28615472,31085495,33137391,34520610,37172793,37764259
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44243,45095,48895,54980,53306,59552,63217,65774,66950,70773,70600
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4870751,4940469,5209465,5164643,5270355,5519022,5843926,6180388,6400844,6610085,6523995
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36491,36702,38797,37935,38554,40119,42054,44018,45396,46379,45471
22420,"Flint, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),14319592,14397327,14734566,14884623,14991030,15405827,16262693,16792927,17033720,17253835,17614545
22420,"Flint, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33458,33880,34914,35593,36067,37315,39621,41066,41802,42425,43406
22500,"Florence, SC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7956189,7951483,8040026,8048336,8020886,8222509,8575562,8722981,8753834,8930259,9125739
22500,"Florence, SC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38844,38663,39067,39062,38939,39833,41582,42375,42603,43555,44535
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5749700,5785233,5812331,5732327,5744069,5889805,6059029,6109764,6204497,6365273,6583545
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39126,39286,39500,38934,39014,39941,41253,41585,42133,43123,44492
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4497120,4581740,4601481,4702667,4616888,4774249,4974542,4988724,5132798,5294985,5403561
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44363,45107,45197,46201,45358,46817,48792,48808,50117,51407,52257
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),11813576,11846933,12140396,12651487,13114009,14116536,15079563,15781893,16858942,17482508,17965254
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39817,39432,39772,40701,41471,43568,45243,46556,48997,49856,50337
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8931417,9033399,9452693,9613668,9481839,9761156,10070291,10113141,10360236,10442905,10641569
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36150,36375,37927,38533,38146,39325,40472,40587,41403,41722,42504
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),15136383,15450579,16095663,16691012,16632827,17470615,18600909,18875148,19213907,20020614,20472312
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39131,39688,41026,42339,41935,43831,46409,46850,47390,48935,49538
23420,"Fresno, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),30708740,31641837,32616279,33176562,34195462,36661123,39411808,40188444,40445464,41323596,42819756
23420,"Fresno, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33326,33949,34720,35106,35938,38166,40652,41142,41051,41659,42858
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3879468,3885338,3893230,3926733,3887894,3940899,4068333,4212972,4352336,4356556,4379948
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37217,37195,37303,37656,37425,38114,39499,40960,42253,42457,42828
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),10688949,11127960,11399076,11369608,11363362,11932699,12556174,13062234,13671599,14049042,14375317
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35119,36445,37133,36886,36791,38277,39731,40639,42133,42841,43677
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6369021,6417258,6706189,6810800,6991183,7482606,8195363,8524334,8931552,9210711,9380392
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35680,35645,36793,36995,37500,39561,42630,43456,44893,45702,45883
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4101301,4161671,4228788,4255868,4248432,4406280,4578532,4647689,4789229,4862916,4967889
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40506,41010,41674,42032,42007,43475,44972,45605,46696,47184,48228
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4903902,5056068,5118974,5126059,5103715,5116996,5255744,5388592,5601704,5653608,5812341
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38082,39188,39735,39916,39920,40183,41493,42688,44485,45053,46444
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4708074,4680035,4750986,4893194,4748749,4839406,4902013,4912637,5036432,5075856,5179309
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38840,38084,38303,39284,38116,38844,39424,39532,40935,41188,42063
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4007921,4186985,4385679,4795869,4774838,4807905,4965579,5020551,5164406,5252661,5383254
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40922,42450,44663,48398,47397,47481,48754,49139,50569,51615,53397
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3158538,3179928,3361131,3370755,3383835,3435250,3582478,3561560,3614545,3638578,3689620
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43834,43599,45700,45405,45328,45657,47564,47112,47903,48208,48835
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5622103,5438077,5594308,5811817,5799800,6042176,6205576,6249261,6628162,6958425,7063458
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38025,37181,38012,39451,39408,41072,41922,41735,43846,45494,45804
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),38656708,40539981,43034897,45518935,45178829,47011395,50345243,51499687,52078740,53220753,54111408
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38981,40774,42925,44906,44057,45368,48185,48828,48961,49675,50225
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),2719208,2801493,2806782,2881722,2863277,2997859,3202373,3297528,3435702,3612999,3662989
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33034,33802,33939,34822,34443,35955,37885,38566,39681,41457,41869
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3439031,3511844,3518652,3506152,3442612,3610505,3720226,3822822,3908214,3970938,4050090
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42626,43086,43061,42956,41884,44000,45436,46870,47875,48611,49776
24540,"Greeley, CO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8797541,8996176,9533819,10161928,10637683,11660807,12471550,12828827,13293396,14541419,15270189
24540,"Greeley, CO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35446,35389,36835,38473,39375,42080,43634,43383,43459,46190,47059
24580,"Green Bay, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),13444828,13792292,14202898,14740597,14736004,15211098,15969789,16131003,16594255,17221802,17513950
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44127,44962,46022,47458,47239,48443,50593,50827,51907,53586,54239
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),28260592,28906446,29228731,30349065,29919482,31285407,32853986,33121941,33917192,34577596,35339306
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39311,39856,40034,41265,40399,41910,43730,43660,44507,45113,45785
24780,"Greenville, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6264071,6452909,6550119,6942418,6895360,7089332,7353435,7506998,7743679,8049585,8227486
24780,"Greenville, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37831,38214,38352,40134,39542,40516,41764,42371,43356,44826,45521
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),30513801,31505390,32408327,33689816,33931798,35869099,38084509,39034057,40459065,41448672,42366389
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37245,38159,38895,40064,39994,41694,43649,44140,45188,45697,46027
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),14356041,14877867,14887196,14957079,14867052,15142157,15476368,15827380,16113875,16341427,16620895
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37290,38215,37809,37694,37173,37495,38063,38711,39040,39407,39795
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9312039,9662803,9886413,10074557,10016133,10346227,10825618,11386529,11778528,12116897,12454895
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34829,35810,36349,36845,36432,37384,38908,40562,41626,42408,43231
