"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
18140,"Columbus, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38449,37509,38542,41200,43654,43900,45431,47279,48153,49441,51114,52477
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14451779,13723312,14702307,15944465,16708972,17377659,18206109,18141476,17346555,18209181,18724313,19366168
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,399943,403971,404676,407721,413199,419080,423313,427621,428953,428445,428697,429024
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36135,33971,36331,39106,40438,41466,43009,42424,40439,42501,43677,45140
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3096559,2973188,3085491,3271409,3319288,3317145,3512790,3699685,3914457,4101636,4351272,4534024
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,84150,85390,85574,86266,86678,86167,87215,88333,89918,91790,92442,93053
18700,"Corvallis, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36798,34819,36056,37922,38294,38497,40277,41883,43534,44685,47070,48725
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9370272,9046668,9559627,9921026,10716781,10856216,11526257,12211066,12792419,13699438,14719045,15456503
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,235315,235687,235932,238704,246952,251881,255801,260814,265492,271499,277666,284809
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39820,38384,40519,41562,43396,43101,45059,46819,48184,50459,53010,54270
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3037476,3145321,3278334,3391888,3432618,3471108,3564240,3664143,3739705,3801626,3891961,4007649
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2,Population (persons) 1/,102462,103181,103170,102629,101833,101267,100587,99879,99428,98575,97894,97284
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29645,30484,31776,33050,33708,34277,35434,36686,37612,38566,39757,41195
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),267281062,249116172,262043276,292242374,309930247,318057096,343563993,356850208,370009351,395250806,423961883,444730277
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,6152770,6282484,6392065,6510544,6644559,6753889,6889769,7042566,7194758,7337097,7455756,7573136
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43441,39652,40995,44888,46644,47092,49866,50670,51428,53870,56864,58725
19140,"Dalton, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3743189,3558969,3651564,3785621,3935770,4125797,4439929,4773827,4881924,5021121,5291383,5418976
19140,"Dalton, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,140415,140897,142278,142285,142259,141906,142298,143099,143753,144037,144192,144724
19140,"Dalton, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26658,25259,25665,26606,27666,29074,31202,33360,33961,34860,36697,37444
19180,"Danville, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2516687,2520567,2647762,2787587,2784850,2855701,2851937,2882836,2863146,2937597,3004944,3038613
19180,"Danville, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,81930,81710,81640,81414,80862,80585,79783,79170,78494,77689,76702,75758
19180,"Danville, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30718,30848,32432,34240,34440,35437,35746,36413,36476,37812,39177,40109
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6280045,6218741,6618292,7067055,7274734,7448839,7887975,8444952,8956578,9471242,10065966,10600260
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,175827,179406,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35717,34663,36143,37881,38259,38222,39602,41613,43143,44566,46205,47485
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),15096108,14721599,15194129,16212766,16602255,16819940,17007198,17324328,17577885,18141237,18667082,19149116
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,Population (persons) 1/,376467,378108,379743,380685,382431,383843,384070,383381,382178,381103,380044,379172
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40099,38935,40012,42588,43412,43820,44282,45188,45994,47602,49118,50502
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),28938277,28310195,29014505,30783604,31687866,32016227,33290252,34505146,35348835,36911423,38483906,39703066
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,800209,798895,799672,800858,801603,801390,801017,800124,801661,803233,805088,807611
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36163,35437,36283,38438,39531,39951,41560,43125,44094,45954,47801,49161
19460,"Decatur, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4746245,4673150,4818572,4934854,5068995,5150165,5324861,5438588,5489572,5678969,5917497,6149159
19460,"Decatur, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,151890,153269,153950,154075,153908,153146,152888,152392,152233,151981,152144,152603
19460,"Decatur, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31248,30490,31300,32029,32935,33629,34829,35688,36060,37366,38894,40295
19500,"Decatur, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4308521,4300456,4367830,4601890,4588870,4707012,4844861,4793683,4808075,4823759,5037722,5071870
19500,"Decatur, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,110588,110732,110787,110684,110134,109561,108515,107343,106383,105399,104504,104009
19500,"Decatur, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38960,38837,39425,41577,41666,42962,44647,44658,45196,45767,48206,48764
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),19993843,18803759,19697921,20343779,21072330,21280911,22545746,23892533,25377335,26970079,28609503,29917225
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,590912,589388,590506,591926,594969,600236,608604,621166,635859,647867,658186,668365
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33836,31904,33358,34369,35418,35454,37045,38464,39910,41629,43467,44762
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),114692824,107975014,111542391,123428104,132036059,139847697,153206154,159512262,162232980,175853476,189649107,199503851
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",2,Population (persons) 1/,2463971,2509417,2554523,2602918,2650274,2700529,2753973,2812896,2856755,2891776,2931665,2967239
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,46548,43028,43665,47419,49820,51785,55631,56707,56789,60812,64690,67236
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),25000070,24506084,25522229,26795384,28653477,29107336,31149990,32905966,34183500,35542100,37229450,38488124
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,Population (persons) 1/,590747,599480,608930,618299,626778,637846,649652,659522,671055,681413,690915,699292
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42319,40879,41913,43337,45716,45634,47949,49894,50940,52159,53884,55039
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),169735552,159040002,163054960,174592132,182886313,184082752,193982040,205899644,211618011,217795006,227218784,234001030
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,4339504,4311728,4291508,4291696,4300864,4305587,4311194,4309673,4316260,4321593,4322084,4319629
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39114,36885,37995,40681,42523,42754,44995,47776,49028,50397,52572,54172
20020,"Dothan, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4688117,4673898,4924610,5112741,5181319,5241972,5373158,5595294,5707566,5921045,6191069,6443785
20020,"Dothan, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,142958,144396,145871,146621,147448,147449,147830,147992,147784,147878,148249,149358
20020,"Dothan, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32794,32369,33760,34870,35140,35551,36347,37808,38621,40040,41761,43143
20100,"Dover, DE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5230737,5457977,5515453,5838109,5970367,6132355,6399294,6575805,6833378,7175296,7434085,7791288
20100,"Dover, DE (Metropolitan Statistical Area)",2,Population (persons) 1/,157925,160081,162956,165110,167297,169038,171456,173128,174542,176499,178540,180786
20100,"Dover, DE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33122,34095,33846,35359,35687,36278,37323,37982,39150,40653,41638,43097
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3376832,3297010,3462798,3699412,3906579,3948700,4146030,4350691,4390384,4525257,4857757,5013959
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,Population (persons) 1/,92519,92948,93929,94593,95159,95945,96481,96850,96763,97066,96922,97311
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36499,35472,36866,39109,41053,41156,42973,44922,45373,46620,50120,51525
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10064128,9965046,10573803,11206588,11432368,11462135,11898558,12263469,12235956,12684906,13307077,13759223
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1/,289433,290337,290542,290594,290176,290193,290261,289741,289395,289108,289260,288732
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34772,34322,36393,38564,39398,39498,40993,42326,42281,43876,46004,47654
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),22666029,22289592,23242852,24301260,25613532,25721515,27496715,28969590,30446265,32126449,33613793,35068510
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,548275,559164,566267,572520,581735,590364,599236,607706,618222,625678,637501,644367
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41341,39862,41046,42446,44030,43569,45886,47670,49248,51347,52727,54423
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5580864,5442954,5419411,5680408,5627464,5878132,6133664,6378432,6589053,6801000,7155522,7461802
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,168576,169390,169849,169891,168628,167355,167285,166481,166220,167895,169294,170271
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33106,32133,31907,33436,33372,35124,36666,38313,39641,40507,42267,43823
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5652516,5772068,5998210,6332982,6612776,6675634,6995248,7165751,7197451,7557155,8018914,8288411
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,158700,160271,161655,162886,163892,164822,165023,165501,166430,167329,168464,169304
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35618,36014,37105,38880,40348,40502,42390,43297,43246,45163,47600,48956
20940,"El Centro, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4772539,4855435,5146671,5584408,5671528,5893251,6232834,6706452,6575270,6731955,6822928,7329602
20940,"El Centro, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,167917,172008,174716,175786,176575,176438,177974,178937,180179,181649,181523,181215
20940,"El Centro, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28422,28228,29457,31768,32120,33401,35021,37479,36493,37060,37587,40447
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4595957,4789679,5071684,5331576,5433482,5390343,5613460,5741534,5913731,6124409,6351661,6630660
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,Population (persons) 1/,142988,143829,149833,151319,151501,152228,151675,148107,148941,150390,153201,153928
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32142,33301,33849,35234,35864,35410,37010,38766,39705,40724,41460,43076
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6151191,5614387,6003170,6421646,6922243,7164192,7765498,8178645,8545400,9258826,9531126,9692815
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,197762,197514,197451,198279,198968,200205,201423,202995,203642,204194,205617,206341
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31104,28425,30403,32387,34791,35784,38553,40290,41963,45343,46354,46975
21300,"Elmira, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2976288,2986284,3129717,3275325,3349249,3365193,3445062,3490161,3486483,3632530,3735959,3874102
21300,"Elmira, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,88503,88849,88895,88899,89137,88199,87177,86705,85644,84736,83935,83456
21300,"Elmira, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33629,33611,35207,36843,37574,38155,39518,40253,40709,42869,44510,46421
21340,"El Paso, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),19903847,20893767,22892407,24455648,25653500,25246542,26570109,27422758,28097282,29129580,30533172,31766708
21340,"El Paso, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,773304,790182,807048,823308,835667,834203,837089,835439,839203,842005,841613,844124
21340,"El Paso, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25739,26442,28366,29704,30698,30264,31741,32824,33481,34595,36279,37633
21420,"Enid, OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2235026,2165745,2373651,2511915,2714769,2651459,2838631,2785546,2725012,2626515,2667845,2741380
21420,"Enid, OK (Metropolitan Statistical Area)",2,Population (persons) 1/,58845,59989,60765,60763,61399,62370,62790,63248,62493,61600,61095,61056
21420,"Enid, OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37982,36102,39063,41340,44215,42512,45208,44042,43605,42638,43667,44899
21500,"Erie, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9458879,9354400,9717399,10398013,10711298,10660159,10977709,11327145,11431703,11632868,12229735,12509662
21500,"Erie, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,278686,279838,280799,281327,281532,280717,279423,278174,276170,273558,271544,269728
21500,"Erie, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33941,33428,34606,36961,38046,37975,39287,40720,41394,42524,45038,46379
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11870738,11563471,11916860,12352981,12910394,12971081,13872266,14908517,15638663,16667640,17460343,18087217
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,348176,350850,351920,354034,355075,355481,358027,361946,368874,375264,378549,382067
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34094,32958,33862,34892,36360,36489,38746,41190,42396,44416,46124,47340
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11286691,11106626,11818127,12647558,13128069,12696524,13210499,13667426,13802168,14316699,14810042,15406351
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,Population (persons) 1/,308614,310170,311802,312698,313422,314331,314859,314983,315283,314791,314660,315086
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36572,35808,37903,40447,41886,40392,41957,43391,43777,45480,47067,48896
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),4337094,4310773,4542248,4999795,5111638,4960891,5178518,5355702,5338649,5443462,5689172,5806852
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",2,Population (persons) 1/,94552,95238,98264,98120,100311,100933,99254,99636,100633,99675,98565,96849
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,45870,45263,46225,50956,50958,49150,52174,53753,53051,54612,57720,59958
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8006456,7911949,8419670,9145648,10231671,10499977,11332101,11743034,11864177,12276915,13025395,13521155
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,Population (persons) 1/,201346,206223,209455,213222,217610,223360,227790,232891,237244,241511,244311,246145
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39765,38366,40198,42893,47018,47009,49748,50423,50008,50834,53315,54932
22140,"Farmington, NM (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4091616,3899385,3961771,4211703,4272325,4163504,4360632,4419133,4256764,4315894,4427385,4462308
22140,"Farmington, NM (Metropolitan Statistical Area)",2,Population (persons) 1/,126905,129359,130203,129711,129756,129467,129084,128246,127954,126917,125499,123958
22140,"Farmington, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32242,30144,30428,32470,32926,32159,33781,34458,33268,34006,35278,35999
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14655893,14826321,15534312,16174151,16626684,16683199,17150633,17691050,17849753,18430980,19265143,20122626
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,464464,474524,490446,499149,502672,509180,510635,511976,516822,517527,522461,526719
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31554,31245,31674,32403,33077,32765,33587,34554,34538,35614,36874,38204
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17177592,16228124,17091019,19534967,22935557,22970415,26416796,28685825,30631396,32129787,35143183,36251158
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,423649,432067,442301,452884,462291,471140,480513,491730,503806,515616,525239,534904
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40547,37559,38641,43135,49613,48755,54976,58337,60800,62313,66909,67771
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4718477,4528032,4631674,4980615,5012242,5241669,5592651,5945052,6243199,6602169,6965148,7057376
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,Population (persons) 1/,131853,133477,134612,134275,136146,136699,137566,138962,140407,141001,142523,143476
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35786,33924,34408,37093,36815,38345,40654,42782,44465,46824,48870,49189
22420,"Flint, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),13123052,12642012,12926987,13539220,13869270,14095656,14556448,15235343,15627147,15972759,16518658,17015416
22420,"Flint, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,433082,427989,424953,422026,418193,415639,412859,410461,408926,407488,406688,405813
22420,"Flint, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30302,29538,30420,32081,33165,33913,35258,37118,38215,39198,40618,41929
22500,"Florence, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6439881,6298349,6446200,6729626,6866558,6988775,7213694,7532375,7738544,7954201,8324125,8696180
22500,"Florence, SC (Metropolitan Statistical Area)",2,Population (persons) 1/,203805,204825,205662,205800,206041,205986,206426,206235,205854,205476,205036,204911
22500,"Florence, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31598,30750,31344,32700,33326,33928,34946,36523,37592,38711,40598,42439
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4416279,4403008,4602964,4756813,4820865,4851395,5068568,5200165,5271266,5384883,5579182,5785895
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,146675,146952,147261,147146,147232,147230,147462,146876,146922,147259,147608,147970
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30109,29962,31257,32327,32743,32951,34372,35405,35878,36567,37797,39102
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3722226,3603965,3743813,3897726,4077064,4078347,4304888,4471789,4523940,4716776,4976108,5164866
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,101122,101370,101576,101810,101788,101787,101977,101955,102211,102417,103001,103403
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36809,35553,36857,38284,40054,40067,42214,43860,44261,46055,48311,49949
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11138411,10939308,11252959,11936687,12720373,13455320,14629751,15667640,16414294,17805751,19008370,19944871
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,Population (persons) 1/,291650,296696,300441,305246,310842,316225,324008,333303,338984,344084,350660,356899
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38191,36870,37455,39105,40922,42550,45152,47007,48422,51748,54207,55884
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7285935,7181578,7397525,7908546,8226669,8213436,8567881,8820118,8892102,9103592,9291140,9609548
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,Population (persons) 1/,244749,247064,248344,249236,249491,248569,248220,248820,249170,250231,250298,250368
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29769,29068,29787,31731,32974,33043,34517,35448,35687,36381,37120,38382
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),13554389,12981111,13413626,14330275,15133475,15204623,16098614,16971507,17363542,17936189,19015375,19636577
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,384311,386818,389298,392332,394225,396638,398591,400806,402887,405445,409126,413263
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35269,33559,34456,36526,38388,38334,40389,42343,43098,44238,46478,47516
23420,"Fresno, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),28140901,28206209,29567869,31404880,32431359,33865015,36378424,38949236,40168751,41286010,43088095,45445944
23420,"Fresno, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,909630,921478,932039,939406,945045,951514,960567,969488,976830,985238,991950,999101
23420,"Fresno, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30937,30610,31724,33431,34317,35591,37872,40175,41122,41905,43438,45487
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3044883,3037862,3169689,3227845,3292259,3285699,3404875,3537329,3607098,3714857,3821755,3919481
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,104206,104239,104459,104369,104278,103884,103399,102998,102855,103007,102611,102268
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29220,29143,30344,30927,31572,31629,32929,34344,35070,36064,37245,38326
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10221408,9908711,10378911,10788478,10884856,10965953,11633583,12193554,12678659,13445858,14196596,14771206
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,302494,304366,305334,306979,308240,308865,311743,316031,321418,324485,327933,329128
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33790,32555,33992,35144,35313,35504,37318,38583,39446,41438,43291,44880
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5541601,5414827,5502166,5922592,6158237,6390361,6835910,7499427,7880145,8403625,8956711,9317545
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,177277,178503,180033,182269,184102,186431,189142,192245,196159,198953,201538,204441
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31260,30335,30562,32494,33450,34277,36142,39010,40172,42239,44442,45576
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3709887,3692048,3788328,3939953,4051220,4131688,4360360,4549269,4621403,4798471,4986055,5169186
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,101056,101252,101479,101474,101254,101137,101353,101808,101911,102562,103062,103009
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36711,36464,37331,38827,40010,40852,43022,44685,45347,46786,48379,50182
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4346696,4463078,4650940,4833303,4953204,5028250,5126289,5250480,5376306,5670429,5851973,6110108
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,129100,128771,129021,128827,128420,127848,127341,126666,126233,125924,125489,125148
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33669,34659,36048,37518,38570,39330,40256,41451,42590,45031,46633,48823
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3760717,3780685,3884495,4036149,4231418,4193916,4333170,4413573,4428393,4596723,4735428,4912230
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,119910,121217,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31363,31189,31611,32540,33971,33663,34781,35495,35636,37361,38425,39894
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3602638,3516804,3718077,3990067,4425642,4475505,4592567,4730642,4780299,4920789,5114605,5237350
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,Population (persons) 1/,98092,97941,98633,98194,99093,100741,101260,101849,102171,102126,101766,100815
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36727,35907,37696,40635,44661,44426,45354,46448,46787,48184,50258,51950
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2478339,2435231,2510001,2750561,2850457,2919504,3024786,3167923,3156570,3224550,3310290,3436663
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,Population (persons) 1/,70790,72056,72936,73547,74238,74652,75240,75319,75598,75456,75476,75553
